"text","author","split","file_id","word_count"
"China said on Friday that Taiwan was a pawn and toy of hostile Western forces out to weaken and divide the country and thwart its development.
""Taiwan...acts as a pawn of international anti-Chinese forces, a toy in the hands of others,"" said a front-page commentary in the People's Daily, the ruling Communist Party's official newspaper.
The commentary, issued to mark the 25th anniversary of Beijing's ousting of Taipei from the United Nations, accused Taiwan of collaborating with forces hostile towards China to try to regain admission to the world body.
""Some Western forces have ceaselessly played the 'human rights card', 'Tibet card' to limit China's development,"" the commentary said.
""They see the Taiwan issue as one of their trump cards -- an important means of weakening and dividing China,"" it said without naming any countries but implying the United States.
In September, the U.S. House of Representatives approved a non-binding resolution supporting Taiwan's efforts to rejoin the United Nations, enraging Beijing.
China, which regards Taiwan as a rebel province, maintains that the issue was settled once and for all in 1971 when Taipei was replaced by Beijing at the United Nations.
The commentary said countries that have helped Taiwan with its bid to regain admission to the United Nations were shortsighted like ""rats which can only see an inch in front of their eyes"".
It urged Taiwan's allies, mainly Central American, African and Caribbean countries, to stop ""foolish activities in the interest of others"".
For the fourth consecutive year, China and its supporters blocked moves in the General Assembly in September to consider U.N. membership for wealthy but diplomatically isolated Taiwan.
China considers any move to give Taiwan U.N. membership an encroachment on its sovereignty and an interference in its internal affairs.
Beijing and Taipei have been diplomatic rivals since Mao Zedong's Red Army defeated Chiang Kai-shek's Nationalists and forced them to flee to Taiwan at the end of the Chinese civil war in 1949.
Beijing's communist rulers have sought to push the island into diplomatic isolation to force it into reunification. Almost 160 countries recognise Beijing, while 30 have diplomatic relations with Taiwan.
Both communist Beijing and capitalist Taipei agree to reunify one day, albeit on different terms. China has threatened to invade if the island declares independence.
The commentary said Taiwan's offer to give $1.0 billion to the United Nations on admission into the world body had become an ""international joke"".
It jeered at the argument that Taiwan deserved a seat as it was now democratic and economically prosperous, saying the island was ""deceiving others and itself"".
""No matter what political system Taiwan implemented or what level of economic development it attained...regaining admission to the United Nations would be purely a dream,"" it said.","BenjaminKangLim","train","145148newsML","456"
"A group of foreign legal experts has asked China for permission to observe next week's trial of detained dissident Wang Dan, a human rights group said on Saturday.
Wang faces the capital charge of plotting to overthrow the government, a crime that carries a maximum penalty of death and a minimum sentence of 10 years in prison.
The legal team consists of French senator Robert Badinter, former U.S. attorneys-general Nicholas Katzenback and Richard Thornburgh and former Canadian solicitor-general Warren Allmand, the New York-based Human Rights Watch said.
""The request ... is in part to see whether the right of Wang Dan to a fair and public hearing by an independent and impartial tribunal ... is respected,"" the human rights group said.
Wang, 26, who vanished into detention in May 1995, would plead not guilty at his Beijing Intermediate People's Court trial which opens on Wednesday, family members have said.
The human rights group said the chances of China allowing the foreign legal experts to observe the trial were slim. ""Admittance to the courtroom is often denied to ... journalists and other 'outsiders' on grounds that the courtroom is 'too small',"" Human Rights Watch said.
Wang's court appearance would likely be held out of the public eye, as was last year's trial of Wei Jingsheng, regarded as the father of China's tiny, struggling democracy movement.
Wang's mother, a 61-year old museum researcher who has no background in law, would attend the trial as one of two defence lawyers. His father and a sister have been allowed to sit in.
The court has refused to give details of Wang's trial other than the fact that he has been charged with plotting to overthrow the government, but one official has said Wang could appeal to the Higher People's Court if convicted.
Wang's mother has said the dissident was calm and mentally prepared for a harsh sentence, though she has said his health has deteriorated during his detention.
Human Rights Watch was not optimistic about an acquittal. ""He has not had adequate time to prepare a defence,"" it said in a statement made available to Reuters by facsimile.
""Chinese criminal trials seldom respect the presumption of innocence, and defence lawyers are generally restricted to arguing mitigating circumstances for a reduced sentence,"" the group said.
Wang's family have found a lawyer willing to defend the former student leader after being given just one day in which to do so.
Wang has already served four years in prison for counter-revolutionary crimes, or subversion, for his role in pro-democracy demonstrations in Beijing's Tiananmen Square that were crushed by the army in June 1989 with heavy loss of life.
He had been active after his parole in 1993, defying persistent police surveillance to join in a daring appeal to communist leaders for the release of all those still in prison for their part in the 1989 protests.
China has in recent months cracked down on its tiny band of remaining dissidents who have not fled into exile or been imprisoned.","BenjaminKangLim","train","145736newsML","502"
"Beijing Mayor Li Qiyan is to step down in a long-delayed reshuffle after the downfall of his mentor, the Chinese capital's disgraced Communist Party boss Chen Xitong, sources with close ties to the city government said on Sunday.
Li, 58, mayor of Beijing since 1993, would become a vice-minister of labour and could eventually replace Li Boyong, 62, as labour minister, said the sources who asked not to be identified. The two Lis are not related.
Li Qiyan's departure was widely expected after one of his vice-mayors came under investigation for economic crimes and committed suicide in April 1995.
The suicide shocked the nation and led to the downfall of Li's mentor, Chen Xitong, who has since disappeared from the public eye.
Chen resigned as Beijing's Communist Party boss and was later sacked from the Politburo, becoming the most senior official to be ensnared in a corruption scandal since the communists came to power in 1949.
Officials say Chen was himself still under investigation for possible wrongdoing.
The city government had been virtually paralysed since Chen's disgrace, the sources said.
""After Chen Xitong stepped down, the (city) government lost its credibility ... and could maintain only the most basic operation,"" one source told Reuters. ""It could not embark on huge projects ... It could not do anything.""
Li would be replaced by Jia Qinglin, 56, party secretary of the southeastern province of Fujian, the sources said.
Jia arrived in Beijing last week to take up his new post as acting mayor, the sources said. Jia is expected to formally become the capital's mayor after his nomination is approved by the Beijing People's Congress.
In the run-up to the party's 15th congress next year, Jia could be promoted to Beijing's Communist Party secretary and land a seat in the party's powerful Politburo, they said.
The vice-mayor who committed suicide was found to have used his position to amass 116 houses illegally and build himself a villa on the outskirts of the city. He also masterminded a $37 million embezzlement and graft scam, officials have said.
Corruption was virtually eliminated in the years after the communists came to power in 1949, but has staged a comeback along with economic reforms in the past 17 years.
Communist Party chief and state president Jiang Zemin has declared war on corruption, warning that the scourge was a virus which threatened the party. Courts frequently impose the death penalty in major corruption cases.
Earlier this month, prosecutors filed charges of corruption against 30 people, including Zhou Beifang, former head of two publicly listed Hong Kong affiliates of a China steel giant, and two former officials of the Beijing city government.
The announcement of the charges against Zhou was among the first against one of China's so-called ""princelings"", the popular sobriquet applied to the children of the ruling party elite, who enjoy wide influence.
Zhou, detained in February, 1995, is the son of Zhou Guanwu, former chairman and Communist Party secretary of Beijing's giant Capital Iron and Steel Corporation, also known as Shougang, and among the largest conglomerates in China.","BenjaminKangLim","train","146225newsML","513"
"The mayor of China's capital resigned on Tuesday in a reshuffle that had been expected since the downfall last year of his mentor, disgraced Beijing Communist Party boss Chen Xitong, in a corruption scandal.
The Beijing People's Congress had approved the resignation of city mayor Li Qiyan, the official Xinhua news agency said.
It did not explain why Li, 58, was stepping down, saying only that he would become secretary of the Labour Ministry's Communist Party committee.
Chinese sources have said Li Qiyan could eventually replace Li Boyong as labour minister. The two men have the same surname but are not related.
Diplomats and Chinese sources said Li was forced to step down because of his close links to Chen, who resigned as Beijing party boss in April 1995 after his protege, a vice-mayor, came under investigation for economic crimes and committed suicide.
""Li Qiyan had been closely associated with Chen Xitong...and Li Qiyan's departure was inevitable,"" a Western diplomat said.
""When revelations about the extent of corruption in the Beijing government became public, sweeping changes of the Beijing leadership were required but could not be done in one go in the interest of preserving stability,"" the diplomat said.
Chinese sources said the city government had been virtually paralysed since Chen's downfall and that authorities had decided they could no longer delay naming a new mayor.
Chen was sacked from the party's powerful Politburo in September 1995, the most senior official to be ensnared in a corruption scandal since the communists came to power in 1949.
He has since disappeared from public view and has come under investigation for possible wrongdoing.
It was not known if Li was under investigation.
Xinhua said the Beijing People's Congress, or city council, had approved the appointment of Jia Qinglin, 56, as vice and acting mayor of the nation's capital.
The Central Committee of the Communist Party named Jia to the post of vice secretary of Beijing's party committee.
Jia had resigned as party secretary of the southeastern province of Fujian and was replaced by Fujian Governor Chen Mingyi, Xinhua said.
Fujian Vice-Governor He Guoqiang would replace Chen as the provincial governor, it said.
In the run-up to the party's 15th congress next year, Jia could be promoted to chief of the Beijing municipal party committee and even land a seat in the Politburo, Chinese sources have said.
Corruption was virtually eliminated in the years after the communists came to power in 1949, but has staged a comeback along with economic reforms in the past 17 years.
Wang Baosen, the vice-mayor who committed suicide was found to have used his position to amass 116 houses illegally and build himself a villa on the outskirts of the city. He also masterminded a $37 million embezzlement and graft scam, officials have said.
Communist Party chief and state president Jiang Zemin has declared war on corruption, warning that the scourge was a virus that threatened the party. Courts frequently impose the death penalty in major corruption cases.","BenjaminKangLim","train","150365newsML","500"
"One of China's most prominent dissidents, Wang Dan, will likely receive a harsh sentence for the charge of plotting to overthrow the government, his mother said on Tuesday.
Wang would plead not guilty to the capital charge when his trial at the Beijing Intermediate People's Court begins on Wednesday, said the dissident's mother, Wang Lingyun.
""The court...giving my son a harsh sentence even though he is innocent is very likely to happen,"" Wang Lingyun told Reuters. ""I dare not rule it out.""
She said court officials told her the verdict could be delivered as early as Wednesday or in two days, adding that family members have been under surveillance in recent weeks.
Wang Dan, 26, who vanished into detention in May 1995, faces a minimum of 10 years in prison and a maximum penalty of death for allegedly plotting to overthrow the government.
The court has refused to give details of Wang's trial other than that the dissident has been charged with plotting to overthrow the government. But one official has said Wang could appeal to the Higher People's Court if convicted.
The New York-based Human Rights Watch said last week the chances of an acquittal were slim because Wang has not had adequate time to prepare a defence.
The dissident's family has found a lawyer willing to defend the former student leader after being given just one day in which to do so.
The human rights group said Chinese criminal trials seldom respect the presumption of innocence, and defence lawyers are generally restricted to arguing mitigating circumstances for a reduced sentence.
Wang's court appearance would likely be held out of the public eye, as was last year's trial of Wei Jingsheng, regarded as the father of China's tiny, struggling democracy movement.
The Chinese authorities have been quiet on a request by the U.S. Embassy in Beijing to send observers to Wang's trial, diplomats said.
French senator Robert Badinter, former U.S. attorneys general Nicholas Katzenback and Richard Thornburgh, and former Canadian solicitor-general Warren Allmand have also said they want to observe Wang's trial.
Foreign Ministry spokesman Shen Guofang on Tuesday shrugged off questions from reporters about the status of the requests, saying Wang's trial was China's internal affairs.
Beijing has repeatedly come under fire from the West for human rights abuses. It says foreign intervention in China's internal affairs is not welcomed.
Wang's mother, a 61-year old museum researcher who has no background in law, would attend the trial as one of two defence lawyers. His father and a sister would be allowed to sit in.
The mother has said the dissident was calm and mentally prepared for a harsh sentence, although she has said his health has deteriorated during his detention.
Wang has already served four years in prison for counter-revolutionary crimes, or subversion, for his role in pro-democracy demonstrations in Beijing's Tiananmen Square that were crushed by the army in June 1989 with heavy loss of life.
He was active after his parole in 1993, defying persistent police surveillance to join a daring appeal to communist leaders for the release of all those still in prison for their part in the 1989 protests.
China has recently cracked down on the few remaining dissidents who have not fled into exile or been jailed.","BenjaminKangLim","train","151860newsML","544"
"China began the trial of prominent dissident and former student leader Wang Dan on Wednesday on the capital charge of plotting to overthrow the government, a court official said.
""The trial started at 9.00 a.m. (0100 GMT),"" said an official of the Beijing People's Intermediate Court reached by telephone. He declined to give further details.
Security was tight around the court building in western Beijing, with dozens of police preventing the public from approaching the building and manning roadblocks to prevent access.
The father of the former student leader protested his son's innocence just hours before the start of the proceedings and said the family would not give in to the authorities.
""He is definitely innocent,"" Wang Xianzeng told reporters as he left his home with the dissident's mother, Wang Lingyun, to go to the court. ""It just depends on whether the government wants to convict him or not.""
Wang's mother, a 61-year old museum researcher who has no background in law, would attend the trial as one of two defence lawyers. His father and a sister would be allowed to sit in.
""I'm not optimistic about the results,"" Wang Xianzeng said. ""We will definitely appeal... We will not give in.
""Speech can't overthrow the government,"" he said.
The court indictment against Wang, 27, includes the charge that his writings in foreign publications were evidence of his plot to try to overthrow the government.
He is also accused of accepting foreign funds, of colluding with subversives living overseas and of conspiring with domestic plotters to organise the overthrow of the government.
Wang Lingyun said on Tuesday she expected Wang to receive a harsh sentence although he would plead not guilty.
The former student leader faces a minimum 10-year sentence and a maximum penalty of death.
The mother has said the dissident was calm and mentally prepared for a harsh sentence, although she has said his health had deteriorated since he vanished into detention in May 1995.
She said court officials told her the verdict could be delivered as early as Wednesday or in two days. Family members had been under surveillance for several weeks, she added.
The New York-based Human Rights Watch said last week the chances of acquittal were slim because Wang has not had adequate time to prepare a defence.
Human Rights Watch attacked the trial on Tuesday as a sign of the Chinese leadership's increasing intolerance of dissent.
""The fact is that China's urban dissident movement...has in effect been comprehensively smashed,"" it said in a statement.
Wang's court appearance was expected to resemble the in-camera proceedings last December against Wei Jingsheng, regarded as the father of China's tiny, struggling democracy movement.
Wang has already served four years in prison for counter-revolutionary crimes, or subversion, for his role in pro-democracy demonstrations in Beijing's Tiananmen Square that were crushed by the army in June 1989 with heavy loss of life.
He was politically active again after his parole in 1993, defying police surveillance to join a daring appeal to communist leaders for the release of those still jailed for their part in the 1989 protests.
China has recently cracked down on the few remaining dissidents who have not fled into exile or been jailed.","BenjaminKangLim","train","155059newsML","535"
"The father of Chinese dissident Wang Dan protested his son's innocence on Wednesday, just hours before the start of the former student leader's trial, and said the family would not give in to the authorities.
""He is definitely innocent,"" Wang Xianzeng told reporters as he left his home to go to the court.
The trial of Wang Dan, 27, on the capital charge of plotting to overthrow the government was due to begin on Wednesday morning at the Beijing People's Intermediate Court.
The public was effectively barred from the court, which was surrounded by police who had set up roadblocks across all major roads leading to the building.
""It just depends on whether the government wants to convict him or not,"" Wang Xianzeng told reporters.
""I'm not optimistic about the results... We will definitely appeal... We will not give in,"" he said.
""Speech can't overthrow the government,"" he said.
The court charges against Wang say that his writings in foreign publications are part of evidence to back up the charge that he had tried to overthrow the government.
His mother, Wang Lingyun, said on Tuesday she expected Wang to receive a harsh sentence although he would plead not guilty to the capital charge.
She said court officials told her the verdict could be delivered as early as Wednesday or in two days. Family members had been under surveillance for several weeks, she added.
The former student leader, who vanished into detention in May 1995, faces a minimum 10-year sentence and a maximum penalty of death.
The New York-based Human Rights Watch said last week the chances of acquittal were slim because Wang has not had adequate time to prepare a defence.
His family found a lawyer willing to defend the dissident after being given just one day in which to do so.
Wang's mother, a 61-year old museum researcher who has no background in law, would attend the trial as one of two defence lawyers. His father and a sister would be allowed to sit in.
The mother has said the dissident was calm and mentally prepared for a harsh sentence, although she has said his health had deteriorated since he was detained in May 1995.
Human Rights Watch attacked the trial on Tuesday as a sign of the Chinese leadership's increasing intolerance of dissent.
""The fact is that China's urban dissident movement...has in effect been comprehensively smashed,"" it said in a statement.
""At least where political dissidents are concerned, all the judicial signs thus far point...to intensified repression by the country's state security forces,"" it said, calling for a freeze on trade missions from the United States, Europe, Japan and Australia.
Wang's court appearance was expected to resemble the in-camera proceedings last December against Wei Jingsheng, regarded as the father of China's tiny, struggling democracy movement.
Wang has already served four years in prison for counter-revolutionary crimes, or subversion, for his role in pro-democracy demonstrations in Beijing's Tiananmen Square that were crushed by the army in June 1989 with heavy loss of life.
He was politically active again after his parole in 1993, defying police surveillance to join a daring appeal to communist leaders for the release of those still jailed for their part in the 1989 protests.
China has recently cracked down on the few remaining dissidents who have not fled into exile or been jailed.","BenjaminKangLim","train","155439newsML","558"
"China called on Taiwan on Tuesday to show goodwill by lifting a decades-old ban on direct trade and transport links, saying attempts by the island nation to block such links would be futile.
""Obstructing the three links between the two sides...will be futile...is against the will of the people on both sides,"" a commentary by the Xinhua news agency said of Taiwan's ban on direct trade, transport and mail links with China.
""(We) hope the Taiwan authorities can make a pragmatic, goodwill response,"" said the commentary carried by major newspapers on Tuesday.
Last week, China introduced a series of regulations to pave the way for direct shipping links.
Taiwan has banned direct trade, transport and mail links with China since Mao Zedong's communist army defeated and drove Chiang Kai-shek's Nationalist troops to the island at the end of a civil war in 1949.
Indirect links between the two sides have been allowed since the late 1980s through Hong Kong or a third country.
The commentary accused the Taiwan authorities of creating obstacles to direct trade and transport links in recent years, saying this would not be conducive to prospects for peaceful reunification. The commentary did not explain how it would not be conducive.
China regards Taiwan as a renegade province and has threatened to invade if the island declared independence. It has also sought to push Taipei into diplomatic isolation.
Many Taiwanese businessmen, who have poured more than $20 billion into China, clamour for direct trade and transport links, but Taiwan has been reluctant to lift the ban, which it views as its last bargaining chip in talks with the communists.
Taiwan says it is committed to reunification but stresses this cannot be achieved overnight.
Last week China heaped pressure on Taiwan by offering to hold political talks to end almost five decades of hostility.
Nearly 80 prominent Taiwanese business leaders and politicians were scheduled to arrive in Beijing on Tuesday for a a high-profile, 12-day visit, despite reservations voiced by the island's leaders about depending too heavily on China.
The visit has aroused attention because the delegation is led by Kao Ching-yuan, a senior member of Taiwan's ruling Nationalist Party and vice-chairman of President Enterprises, the island's biggest investor in China.
Taiwanese newspapers said Kao would meet Chinese President Jiang Zemin and other senior officials.
The trip comes less than two weeks after Taiwan's President Lee Teng-hui called for a review of economic policy toward China with the aim of avoiding over dependence on the mainland.
The China Times Express newspaper in Taipei said on Sunday that Taiwan's economic planners had drawn up measures -- including contingency plans to restrict Taiwanese investment on the mainland -- if Taiwan-China relations deteriorate.
The Taiwanese delegation would be the largest to visit China since easing tensions across the Taiwan Strait began to fray in mid-1995 over a landmark, private visit by Taiwan's President Lee to the United States.
In apparent retaliation, China denounced Lee and held intimidatory war games off Taiwan before the island's historic presidential elections in March in which Lee was re-elected.","BenjaminKangLim","train","15741newsML","512"
"Chinese dissident Wang Dan has appealed against his 11-year jail sentence for plotting to subvert the government, but his mother said on Tuesday she held little hope of an acquittal or a lighter sentence.
Wang Lingyun said she hoped U.S. Secretary of State Warren Christopher and German President Roman Herzog would raise her son's predicament in their meetings with Chinese leaders when they visit China later this month.
""Wang Dan... should be acquitted because... he's innocent,"" she told Reuters by telephone. ""We hope for an acquittal or a reduced sentence... but it is unlikely.""
Wang Lingyun, who acted as one of two defence lawyers in her son's case, said court officials had asked her to submit a written defence for the appeal and that family members may not be allowed to attend the appeals court trial.
Experts on China's legal system have said the chances of the appeals court overturning the lower court's verdict were slim.
An official of the Beijing Higher People's Court said the 27-year-old dissident had filed his appeal. She declined to provide further details.
The Beijing Number One Intermediate People's Court took less than four hours last Wednesday to convict and sentence Wang, who had already served four years in prison for his role as a leader of the 1989 student demonstrations for democracy that were crushed by the military with heavy loss of life.
On Monday, visiting Swedish Prime Minister Goran Persson said he had expressed his disapproval to Chinese Premier Li Peng over the jailing of Wang.
A foreign ministry spokesman defended China at a news briefing on Tuesday, saying Beijing would not impose its laws on others and that foreign countries should take a similar stance.
The spokesman also said China opposed using human rights as a pretext to interfere in the internal affairs of any country.
An international human rights group denounced what it said was the ""secret trial"" of Wang on a trumped-up charge.
""What (the court) brought to bear on Wang Dan was a secret trial in which the facts were deliberately hidden and the truth distorted,"" the New York-based Human Rights in China said in a statement made available to Reuters by facsimile.
""A fabricated charge was used to wantonly convict Wang Dan,"" the group said. ""Wang Dan's case... is suppression and persecution of thought and speech by the Chinese government.""
When told during the trial of his right to seek the removal of any biased judges, Wang demanded all judges and prosecutors be removed from the case. The tribunal rejected his request after a few minutes of deliberation, the group said.
China said it was an open and fair trial but Human Rights in China said no foreign reporters, diplomats or other international observers were allowed to attend.
The group said more than 10 people wearing tags identifying themselves as reporters attended the trial but there was no mention of the conviction in the local Chinese-language media.
The jailing of Wang was the latest in a series of crushing blows to China's struggling pro-democracy movement. Most dissidents have already been forced into exile or are serving long sentences in prison or labour camps.
Human Rights in China accused the official Xinhua news agency of preparing English-language stories about the results of the trial and an interview with the chief judge even before the verdict was delivered.
Asked to comment, an official of the foreign affairs office of Xinhua said: ""It is not necessary to find out whether the story was prepared before or after the sentencing... News agencies have different ways and practices of releasing news.""
After breaking the news of Wang's conviction, it took Xinhua only 1-1/2 hours to put out a 54-paragraph story on the interview with the chief judge.","BenjaminKangLim","train","166435newsML","624"
"Leading Chinese dissident Chen Ziming has been placed under tight police surveillance after his release on medical parole and needs permission to consult a doctor, a relative said on Thursday.
""Some conditions (after his parole) are not as good as when (he) was in prison,"" the dissident's sister, Chen Zihua, said after meeting him earlier on Thursday at his home.
""When he was in prison he could still go downstairs for some air,"" she said in a telephone interview. ""(Now) he can't even go downstairs to get some sun... He cannot go out.""
Chen Ziming has been under tight police surveillance since he was released on medical parole and returned to his eighth-floor Beijing home late on Wednesday.
Asked about Chen's plans, the sister said he did not talk about anything besides his wish to get medical treatment.
The dissident needs police permission to see a doctor, the sister said. He has heart, liver and digestion problems. He had been treated for cancer.
He is barred from talking to foreign reporters. Uniformed and plainclothes police on Thursday prevented reporters from approaching Chen's home and that of his parents.
Asked if the dissident was under house arrest, Chen's sister said: ""(I'm) afraid it's a little graver than that. It's just moving the prison from one place to another.""
But his release was a welcome surprise to the family.
""We felt surprised to a certain degree. Of course, (we) are happy (he) could be released,"" the sister said. ""His medical parole...was a little unexpected.""
Chen, 44, was sentenced to 13 years in prison in 1991 for engaging in ""counter-revolutionary"", or subversive, activities during a student-led campaign for democracy that was centred on Beijing's Tiananmen Square in 1989.
Chen had been singled out by Beijing authorities as the ""black hand"" behind-the-scenes organiser of the demonstrations, which were crushed by the army with heavy loss of life.
He won medical parole in 1994 in a move widely seen as part of a successful bid by Beijing to persuade Washington not to revoke China's Most Favoured Nation trade status on grounds of persistent human rights violations.
Chen was returned to prison on June 25, 1995, after joining calls for Beijing to release political prisoners and reverse its verdict that the Tiananmen Square protests were seditious.
His release on Wednesday came seven days after a Beijing court took less than four hours to convict former student leader Wang Dan and sentence him to 11 years in prison for plotting to subvert the government.
Wang's imprisonment was the latest in a series of crushing blows to China's embattled dissidents, most of whom were already either in exile or serving long terms in administrative detention or prison.
Asked if Chen's release was a gift to U.S. President Bill Clinton on his re-election, the sister said: ""It gives (Clinton) face.""
Human rights have long been a major irritant in Sino-U.S. ties already strained by disputes over trade, copyright piracy, arms proliferation and Taiwan.
U.S. Secretary of State Warren Christopher is scheduled to travel to Beijing this month for a visit widely seen as a vital step toward rebuilding the cross-Pacific relationship.","BenjaminKangLim","train","174581newsML","522"
"China announced on Saturday a massive restructuring of one of its biggest conglomerates after reportedly meting out a suspended death sentence to the son of the former company chairman, one of the country's ruling elite.
State media announced the restructuring of Capital Iron, or Shougang, on Saturday but made no mention of the suspended death sentence handed down to Zhou Beifang, the former head of two of the steel giant's Hong Kong-listed affiliates.
A Beijing court gave Zhou the suspended death sentence for corruption as part of China's highly-publicised anti-graft campaign launched last year, a Chinese source said on Saturday.
The sentence was the heaviest handed down in recent years to one of China's so-called ""princelings"", the popular sobriquet applied to the children of the ruling party elite, who enjoy wide influence.
Shougang, one of China's biggest conglomerates, was thrust into the limelight after Zhou's detention in February 1995.
The arrest of a man symbolising Beijing's efforts to wield capitalist influence while retaining a socialist veneer underlined the vulnerability of that system to nepotism and abuse.
Zhou Beifang's father, Zhou Guanwu, 78, resigned as chairman and Communist Party secretary of Shougang in February 1995, citing old age following his son's detention.
The Zhous have close ties to the family of paramount leader Deng Xiaoping.
Last month, prosecutors filed charges of corruption against 30 people, including Zhou Beifang and two former officials of the Beijing city government. No other details of the case were available.
Chinese courts frequently impose the death penalty in major corruption cases. Suspended death sentences are often commuted to life imprisonment after two years.
Court officials could not be reached for comment on the sentencing.
The China Daily said the restructuring of Shougang draws a clear line between the property rights, responsibility and management of the parent company and subsidiary.
In the past, a large percentage of the parent company's profits went to branch companies, many of which are running in the red, the newspaper said.
Shougang's parent company would gradually cut off financial subsidies to subsidiaries which would be forced to sink or swim in the market economy as part of the restructuring programme.
""We will provide financial support for our subsidiaries for a few years, helping them in investment, finance and discharge of their debts based on an appraisal of their fixed assets,"" Bi Qun, Communist Party secretary of Shougang, told the newspaper.
""Once that is done the subsidiary companies will develop strategies to stop losing money and begin to make profits,"" Bi was quoted as saying.
The number of employees of the parent company would be gradually slashed to 58,000, or one-fourth of the group's total, the Xinhua news agency said. It gave no timetable.
The group's 27 subsidiaries would employ 176,000 people.
The group registered 1.653 billion yuan ($199 million) in pre-tax profits in the first 10 months of 1996, Xinhua said. It gave no comparative figures.
Corruption was virtually eliminated in the years after the communists came to power in 1949, but has staged a comeback along with economic reforms in the past 17 years.
Communist Party chief and state president Jiang Zemin has declared war on corruption, warning that the scourge was a virus that threatened the party.","BenjaminKangLim","train","177874newsML","537"
"Two Chinese magazines are struggling for survival after being targeted in a crusade by China's propaganda tsars to cleanse the media of liberal influences, Chinese sources said.
""Focus"" magazine in the southern boomtown of Shenzhen has suspended publication for two issues after a Hong Kong newspaper reported the magazine defied propaganda tsars and ran a cover story on the anniversary of the chaotic 1966-76 Cultural Revolution, the sources said.
The Propaganda Department of the Communist Party had frowned on any commemoration of the decade of turmoil unleashed by revolutionary leader Mao Zedong to purge political rivals and infuse the nation with renewed ideological vigour.
A writer for the magazine said the suspension was due to a Hong Kong newspaper report of the article's publication.
""Had it not been for the foreign report, the magazine would not have suffered this kind of setback,"" said the writers, peaking anonymously ""This was a kind of punishment...by the party.""
In a telephone interview, Li Mei, publisher of Focus, disputed this assessment, saying the suspension was linked to unrelated financial trouble.
Other Chinese sources said the problems at ""Focus"" stemmed from the Communist Party's clampdown on publications and authors who dare to break away from a stultifying diet of state-approved fare.
""If a publication takes a detour (from the party line), it will be suspended for restructuring. There will be no exceptions,"" one source quoted propaganda tsars as saying.
Propaganda tsars are also debating the fate of the Beijing-based magazine ""Orient"" for publishing a series of book reviews on the ""Collected Works of Gu Zhun"", sources said.
The Propaganda Department of the ruling Communist Party had ordered a gag on all debate on the thoughts of Gu, an independent thinker who angered Beijing before his death during the Cultural Revolution.
Gu openly opposed totalitarianism and supported the rule of law and civil rights.
The fifth edition of the magazine was published in September under the watchful eyes of censors, the sources said.
""We will still be able to publish the sixth edition. After that we don't know,"" a magazine editor, who asked not to be named, said in an interview.
""They did not say what exactly the problem was with the magazine,"" said the editor who suggested that politics could be the cause.
The axe has fallen on other publications, authors and filmmakers.
In August, the Press and Publications Administration suspended publication of the Economic Work Monthly, based in the southwestern province of Guizhou.
The suspension followed the magazine's publication of an article critical of a privately circulated tract known as the ""10,000-word essay"" that urges a return to class struggle and warns of the erosion of the state sector by private enterprise.
In September, Cui Enqing was sacked as president of the Beijing Youth Daily after the Chinese capital's most outspoken newspaper reported a poisoning case that caused a plunge in sales of a state-owned beverage manufacturer.
Propaganda tsars also have banned all of the novels and two films of controversial writer Wang Shuo.
The campaign to enforce ideological orthodoxy has left Chinese filmmakers at a loss as to what kind of movies would receive the blessings of propaganda tsars. The number of movies made this year has fallen sharply compared with previous years.","BenjaminKangLim","train","178518newsML","540"
